index,type,start_time,duration
259,QC,37595500,500000
260,QL,38095500,15000
261,QC,38110500,500000
262,QL,38610500,15000
263,CL,38625500,2500
264,CC,38628000,100000
265,CC,38728000,100000
266,CC,38828000,100000
267,CC,38928000,100000
268,CC,39028000,100000
269,CL,39128000,5000
270,CL,21708000,500
271,QC,38625500,500000
272,QL,39125500,15000
273,QC,39140500,500000
274,QL,39640500,15000
275,QC,39655500,500000
276,QL,40155500,15000
277,QC,40170500,500000
278,QL,40670500,15000
279,QC,40685500,500000
280,QL,41185500,15000
281,CL,41200500,2500
282,CC,41203000,100000
283,CC,41303000,100000
284,CC,41403000,100000
285,CC,41503000,100000
286,CC,41603000,100000
287,CL,41703000,5000
288,CL,24283000,500
289,QC,41200500,500000
290,QL,41700500,15000
291,QC,41715500,500000
292,QL,42215500,15000
293,QC,42230500,500000
294,QL,42730500,15000
295,QC,42745500,500000
296,QL,43245500,15000
297,QC,43260500,500000
298,QL,43760500,15000
299,CL,43775500,2500
300,CC,43778000,100000
301,CC,43878000,100000
302,CC,43978000,100000
303,CC,44078000,100000
304,CC,44178000,100000
305,CL,44278000,5000
306,CL,26858000,500
307,QC,43775500,500000
308,QL,44275500,15000
309,QC,44290500,500000
310,QL,44790500,15000
311,QC,44805500,500000
312,QL,45305500,15000
313,QC,45320500,500000
314,QL,45820500,15000
315,QC,45835500,500000
316,QL,46335500,15000
317,CL,46350500,2500
318,CC,46353000,100000
319,CC,46453000,100000
320,CC,46553000,100000
321,CC,46653000,100000
322,CC,46753000,100000
323,CL,46853000,5000
