index,type,start_time,duration
0,CL,0,500
1,QC,500,500000
2,QC,500500,500000
3,QL,1000500,202000
4,CC,1202500,100000
5,QL,1302500,20000
6,CL,1322500,500
7,CC,1323000,100000
8,QL,1423000,20000
9,CL,1443000,1000
10,CL,1444000,500
11,QC,1444500,500000
12,QC,1944500,500000
13,QL,2444500,202000
14,CC,2646500,100000
15,QL,2746500,20000
16,CL,2766500,500
17,CC,2767000,100000
18,QL,2867000,20000
19,CL,2887000,1000
20,CL,2888000,500
21,QC,2888500,500000
22,QC,3388500,500000
23,QL,3888500,202000
24,CC,4090500,100000
25,QL,4190500,20000
26,CL,4210500,500
27,CC,4211000,100000
28,QL,4311000,20000
29,CL,4331000,1000
30,CL,4332000,500
31,QC,4332500,500000
32,QC,4832500,500000
33,QL,5332500,202000
34,CC,5534500,100000
35,QL,5634500,20000
36,CL,5654500,500
37,CC,5655000,100000
38,QL,5755000,20000
39,CL,5775000,1000
40,CL,5776000,500
41,QC,5776500,500000
42,QC,6276500,500000
43,QL,6776500,202000
44,CC,6978500,100000
45,QL,7078500,20000
46,CL,7098500,500
47,CC,7099000,100000
48,QL,7199000,20000
49,CL,7219000,1000
50,CL,7220000,500
51,QC,7220500,500000
52,QC,7720500,500000
53,QL,8220500,202000
54,CC,8422500,100000
55,QL,8522500,20000
56,CL,8542500,500
57,CC,8543000,100000
58,QL,8643000,20000
59,CL,8663000,1000
60,CL,8664000,500
61,QC,8664500,500000
62,QL,9164500,15000
63,QC,9179500,500000
64,QL,9679500,15000
65,QC,9694500,500000
66,QL,10194500,15000
67,QC,10209500,500000
68,QL,10709500,15000
69,QC,10724500,500000
70,QL,11224500,15000
71,CL,11239500,2500
72,CC,11242000,100000
73,CC,11342000,100000
74,CC,11442000,100000
75,CC,11542000,100000
76,CC,11642000,100000
77,CL,11742000,5000
78,CL,11747000,500
79,QC,11747500,500000
80,QL,12247500,15000
81,QC,12262500,500000
82,QL,12762500,15000
83,QC,12777500,500000
84,QL,13277500,15000
85,QC,13292500,500000
86,QL,13792500,15000
87,QC,13807500,500000
88,QL,14307500,15000
89,CL,14322500,2500
90,CC,14325000,100000
91,CC,14425000,100000
92,CC,14525000,100000
93,CC,14625000,100000
94,CC,14725000,100000
95,CL,14825000,5000
96,CL,14830000,500
97,QC,14830500,500000
98,QL,15330500,15000
99,QC,15345500,500000
100,QL,15845500,15000
101,QC,15860500,500000
102,QL,16360500,15000
103,QC,16375500,500000
104,QL,16875500,15000
105,QC,16890500,500000
106,QL,17390500,15000
107,CL,17405500,2500
108,CC,17408000,100000
109,CC,17508000,100000
110,CC,17608000,100000
111,CC,17708000,100000
112,CC,17808000,100000
113,CL,17908000,5000
114,CL,17913000,500
115,QC,17913500,500000
116,QL,18413500,15000
117,QC,18428500,500000
118,QL,18928500,15000
119,QC,18943500,500000
120,QL,19443500,15000
121,QC,19458500,500000
122,QL,19958500,15000
123,QC,19973500,500000
124,QL,20473500,15000
125,CL,20488500,2500
126,CC,20491000,100000
127,CC,20591000,100000
128,CC,20691000,100000
129,CC,20791000,100000
130,CC,20891000,100000
131,CL,20991000,5000
132,CL,20996000,500
133,QC,20996500,500000
134,QL,21496500,15000
135,QC,21511500,500000
136,QL,22011500,15000
137,QC,22026500,500000
138,QL,22526500,15000
139,QC,22541500,500000
140,QL,23041500,15000
141,QC,23056500,500000
142,QL,23556500,15000
143,CL,23571500,2500
144,CC,23574000,100000
145,CC,23674000,100000
146,CC,23774000,100000
147,CC,23874000,100000
148,CC,23974000,100000
149,CL,24074000,5000
150,CL,24079000,500
151,QC,24079500,500000
152,QL,24579500,15000
153,QC,24594500,500000
154,QL,25094500,15000
155,QC,25109500,500000
156,QL,25609500,15000
157,QC,25624500,500000
158,QL,26124500,15000
159,QC,26139500,500000
160,QL,26639500,15000
161,CL,26654500,2500
162,CC,26657000,100000
163,CC,26757000,100000
164,CC,26857000,100000
165,CC,26957000,100000
166,CC,27057000,100000
167,CL,27157000,5000
168,CL,27162000,500
169,QC,27162500,500000
170,CC,27662500,100000
171,CC,27762500,100000
172,QL,27862500,19000
173,QC,27881500,500000
174,QL,28381500,221000
175,CL,28602500,1000
176,CL,28603500,500
177,QC,28604000,500000
178,CC,29104000,100000
179,CC,29204000,100000
180,QL,29304000,19000
181,QC,29323000,500000
182,QL,29823000,221000
183,CL,30044000,1000
184,CL,30045000,500
185,QC,30045500,500000
186,CC,30545500,100000
187,CC,30645500,100000
188,QL,30745500,19000
189,QC,30764500,500000
190,QL,31264500,221000
191,CL,31485500,1000
192,CL,31486500,500
193,QC,31487000,500000
194,CC,31987000,100000
195,CC,32087000,100000
196,QL,32187000,19000
197,QC,32206000,500000
198,QL,32706000,221000
199,CL,32927000,1000
200,CL,32928000,500
201,QC,32928500,500000
202,CC,33428500,100000
203,CC,33528500,100000
204,QL,33628500,19000
205,QC,33647500,500000
206,QL,34147500,221000
207,CL,34368500,1000
208,CL,34369500,500
209,QC,34370000,500000
210,CC,34870000,100000
211,CC,34970000,100000
212,QL,35070000,19000
213,QC,35089000,500000
214,QL,35589000,221000
215,CL,35810000,1000
