index,type,start_time,duration
0,CL,0,500
1,QC,500,500000
2,CC,500500,100000
3,CC,600500,100000
4,QL,700500,19000
5,QC,719500,500000
6,QL,1219500,221000
7,CL,1440500,1000
8,CL,1381500,500
9,QC,1440500,500000
10,CC,1940500,100000
11,CC,2040500,100000
12,QL,2140500,19000
13,QC,2159500,500000
14,QL,2659500,221000
15,CL,2880500,1000
16,CL,2821500,500
17,QC,2880500,500000
18,CC,3380500,100000
19,CC,3480500,100000
20,QL,3580500,19000
21,QC,3599500,500000
22,QL,4099500,221000
23,CL,4320500,1000
24,CL,4261500,500
25,QC,4320500,500000
26,CC,4820500,100000
27,CC,4920500,100000
28,QL,5020500,19000
29,QC,5039500,500000
30,QL,5539500,221000
31,CL,5760500,1000
32,CL,5701500,500
33,QC,5760500,500000
34,CC,6260500,100000
35,CC,6360500,100000
36,QL,6460500,19000
37,QC,6479500,500000
38,QL,6979500,221000
39,CL,7200500,1000
40,CL,7141500,500
41,QC,7200500,500000
42,CC,7700500,100000
43,CC,7800500,100000
44,QL,7900500,19000
45,QC,7919500,500000
46,QL,8419500,221000
47,CL,8640500,1000
48,CL,8581500,500
49,QC,8640500,500000
50,CC,9140500,100000
51,CC,9240500,100000
52,QL,9340500,19000
53,QC,9359500,500000
54,QL,9859500,221000
55,CL,10080500,1000
56,CL,10021500,500
57,QC,10080500,500000
58,CC,10580500,100000
59,CC,10680500,100000
60,QL,10780500,19000
61,QC,10799500,500000
62,QL,11299500,221000
63,CL,11520500,1000
64,CL,11461500,500
65,QC,11520500,500000
66,CC,12020500,100000
67,CC,12120500,100000
68,QL,12220500,19000
69,QC,12239500,500000
70,QL,12739500,221000
71,CL,12960500,1000
72,CL,12901500,500
73,QC,12960500,500000
74,CC,13460500,100000
75,CC,13560500,100000
76,QL,13660500,19000
77,QC,13679500,500000
78,QL,14179500,221000
79,CL,14400500,1000
80,CL,14341500,500
81,QC,14400500,500000
82,CC,14900500,100000
83,CC,15000500,100000
84,QL,15100500,19000
85,QC,15119500,500000
86,QL,15619500,221000
87,CL,15840500,1000
88,CL,15781500,500
89,QC,15840500,500000
90,CC,16340500,100000
91,CC,16440500,100000
92,QL,16540500,19000
93,QC,16559500,500000
94,QL,17059500,221000
95,CL,17280500,1000
96,CL,17221500,500
97,QC,17280500,500000
98,CC,17780500,100000
99,CC,17880500,100000
100,QL,17980500,19000
101,QC,17999500,500000
102,QL,18499500,221000
103,CL,18720500,1000
104,CL,18661500,500
105,QC,18720500,500000
106,CC,19220500,100000
107,CC,19320500,100000
108,QL,19420500,19000
109,QC,19439500,500000
110,QL,19939500,221000
111,CL,20160500,1000
112,CL,20101500,500
113,QC,20160500,500000
114,CC,20660500,100000
115,CC,20760500,100000
116,QL,20860500,19000
117,QC,20879500,500000
118,QL,21379500,221000
119,CL,21600500,1000
120,CL,21541500,500
121,QC,21600500,500000
122,CC,22100500,100000
123,CC,22200500,100000
124,QL,22300500,19000
125,QC,22319500,500000
126,QL,22819500,221000
127,CL,23040500,1000
128,CL,22981500,500
129,QC,23040500,500000
130,CC,23540500,100000
131,CC,23640500,100000
132,QL,23740500,19000
133,QC,23759500,500000
134,QL,24259500,221000
135,CL,24480500,1000
136,CL,24421500,500
137,QC,24480500,500000
138,CC,24980500,100000
139,CC,25080500,100000
140,QL,25180500,19000
141,QC,25199500,500000
142,QL,25699500,221000
143,CL,25920500,1000
