index,type,start_time,duration
0,CL,0,500
1,QL,500,11000
2,QC,11500,500000
3,QL,511500,221000
4,CL,732500,1000
5,QC,733500,500000
6,CC,1233500,100000
7,CC,1333500,100000
8,QL,1433500,19000
9,QL,1452500,8000
10,CL,1460500,500
11,CL,1433500,500
12,QL,1460500,11000
13,QC,1471500,500000
14,QL,1971500,221000
15,CL,2192500,1000
16,QC,2193500,500000
17,CC,2693500,100000
18,CC,2793500,100000
19,QL,2893500,19000
20,QL,2912500,8000
21,CL,2920500,500
22,CL,2893500,500
23,QL,2920500,11000
24,QC,2931500,500000
25,QL,3431500,221000
26,CL,3652500,1000
27,QC,3653500,500000
28,CC,4153500,100000
29,CC,4253500,100000
30,QL,4353500,19000
31,QL,4372500,8000
32,CL,4380500,500
33,CL,4353500,500
34,QL,4380500,11000
35,QC,4391500,500000
36,QL,4891500,221000
37,CL,5112500,1000
38,QC,5113500,500000
39,CC,5613500,100000
40,CC,5713500,100000
41,QL,5813500,19000
42,QL,5832500,8000
43,CL,5840500,500
44,CL,5813500,500
45,QL,5840500,11000
46,QC,5851500,500000
47,QL,6351500,221000
48,CL,6572500,1000
49,QC,6573500,500000
50,CC,7073500,100000
51,CC,7173500,100000
52,QL,7273500,19000
53,QL,7292500,8000
54,CL,7300500,500
55,CL,7273500,500
56,QL,7300500,11000
57,QC,7311500,500000
58,QL,7811500,221000
59,CL,8032500,1000
60,QC,8033500,500000
61,CC,8533500,100000
62,CC,8633500,100000
63,QL,8733500,19000
64,QL,8752500,8000
65,CL,8760500,500
66,CL,8733500,500
67,QL,8760500,11000
68,QC,8771500,500000
69,QL,9271500,221000
70,CL,9492500,1000
71,QC,9493500,500000
72,CC,9993500,100000
73,CC,10093500,100000
74,QL,10193500,19000
75,QL,10212500,8000
76,CL,10220500,500
77,CL,10193500,500
78,QL,10220500,11000
79,QC,10231500,500000
80,QL,10731500,221000
81,CL,10952500,1000
82,QC,10953500,500000
83,CC,11453500,100000
84,CC,11553500,100000
85,QL,11653500,19000
86,QL,11672500,8000
87,CL,11680500,500
88,CL,11653500,500
89,QL,11680500,11000
90,QC,11691500,500000
91,QL,12191500,221000
92,CL,12412500,1000
93,QC,12413500,500000
94,CC,12913500,100000
95,CC,13013500,100000
96,QL,13113500,19000
97,QL,13132500,8000
98,CL,13140500,500
99,CL,13113500,500
100,QL,13140500,11000
101,QC,13151500,500000
102,QL,13651500,221000
103,CL,13872500,1000
104,QC,13873500,500000
105,CC,14373500,100000
106,CC,14473500,100000
107,QL,14573500,19000
108,QL,14592500,8000
109,CL,14600500,500
110,CL,14573500,500
111,QL,14600500,11000
112,QC,14611500,500000
113,QL,15111500,221000
114,CL,15332500,1000
115,QC,15333500,500000
116,CC,15833500,100000
117,CC,15933500,100000
118,QL,16033500,19000
119,QL,16052500,8000
120,CL,16060500,500
121,CL,16033500,500
122,QL,16060500,11000
123,QC,16071500,500000
124,QL,16571500,221000
125,CL,16792500,1000
126,QC,16793500,500000
127,CC,17293500,100000
128,CC,17393500,100000
129,QL,17493500,19000
130,QL,17512500,8000
131,CL,17520500,500
132,CL,17493500,500
133,QL,17520500,11000
134,QC,17531500,500000
135,QL,18031500,221000
136,CL,18252500,1000
137,QC,18253500,500000
138,CC,18753500,100000
139,CC,18853500,100000
140,QL,18953500,19000
141,QL,18972500,8000
142,CL,18980500,500
143,CL,18953500,500
144,QL,18980500,11000
145,QC,18991500,500000
146,QL,19491500,221000
147,CL,19712500,1000
148,QC,19713500,500000
149,CC,20213500,100000
150,CC,20313500,100000
151,QL,20413500,19000
152,QL,20432500,8000
153,CL,20440500,500
154,CL,20413500,500
155,QL,20440500,11000
156,QC,20451500,500000
157,QL,20951500,221000
158,CL,21172500,1000
159,QC,21173500,500000
160,CC,21673500,100000
161,CC,21773500,100000
162,QL,21873500,19000
163,QL,21892500,8000
164,CL,21900500,500
165,CL,21873500,500
166,QL,21900500,11000
167,QC,21911500,500000
168,QL,22411500,221000
169,CL,22632500,1000
170,QC,22633500,500000
171,CC,23133500,100000
172,CC,23233500,100000
173,QL,23333500,19000
174,QL,23352500,8000
175,CL,23360500,500
176,CL,23333500,500
177,QL,23360500,11000
178,QC,23371500,500000
179,QL,23871500,221000
180,CL,24092500,1000
181,QC,24093500,500000
182,CC,24593500,100000
183,CC,24693500,100000
184,QL,24793500,19000
185,QL,24812500,8000
186,CL,24820500,500
187,CL,24793500,500
188,QL,24820500,11000
189,QC,24831500,500000
190,QL,25331500,221000
191,CL,25552500,1000
192,QC,25553500,500000
193,CC,26053500,100000
194,CC,26153500,100000
195,QL,26253500,19000
196,QL,26272500,8000
197,CL,26280500,500
