index,type,start_time,duration
0,CL,0,500
1,QL,500,11000
2,QC,11500,500000
3,QL,511500,221000
4,CL,732500,1000
5,QC,733500,500000
6,CC,1233500,100000
7,CC,1333500,100000
8,QL,1433500,19000
9,QL,1452500,8000
10,CL,1460500,500
11,CL,1461000,500
12,QL,1461500,11000
13,QC,1472500,500000
14,QL,1972500,221000
15,CL,2193500,1000
16,QC,2194500,500000
17,CC,2694500,100000
18,CC,2794500,100000
19,QL,2894500,19000
20,QL,2913500,8000
21,CL,2921500,500
22,CL,2922000,500
23,QL,2922500,11000
24,QC,2933500,500000
25,QL,3433500,221000
26,CL,3654500,1000
27,QC,3655500,500000
28,CC,4155500,100000
29,CC,4255500,100000
30,QL,4355500,19000
31,QL,4374500,8000
32,CL,4382500,500
33,CL,4383000,500
34,QL,4383500,11000
35,QC,4394500,500000
36,QL,4894500,221000
37,CL,5115500,1000
38,QC,5116500,500000
39,CC,5616500,100000
40,CC,5716500,100000
41,QL,5816500,19000
42,QL,5835500,8000
43,CL,5843500,500
44,CL,5844000,500
45,QL,5844500,11000
46,QC,5855500,500000
47,QL,6355500,221000
48,CL,6576500,1000
49,QC,6577500,500000
50,CC,7077500,100000
51,CC,7177500,100000
52,QL,7277500,19000
53,QL,7296500,8000
54,CL,7304500,500
55,CL,7305000,500
56,QL,7305500,11000
57,QC,7316500,500000
58,QL,7816500,221000
59,CL,8037500,1000
60,QC,8038500,500000
61,CC,8538500,100000
62,CC,8638500,100000
63,QL,8738500,19000
64,QL,8757500,8000
65,CL,8765500,500
66,CL,8766000,500
67,QL,8766500,11000
68,QC,8777500,500000
69,QL,9277500,221000
70,CL,9498500,1000
71,QC,9499500,500000
72,CC,9999500,100000
73,CC,10099500,100000
74,QL,10199500,19000
75,QL,10218500,8000
76,CL,10226500,500
77,CL,10227000,500
78,QL,10227500,11000
79,QC,10238500,500000
80,QL,10738500,221000
81,CL,10959500,1000
82,QC,10960500,500000
83,CC,11460500,100000
84,CC,11560500,100000
85,QL,11660500,19000
86,QL,11679500,8000
87,CL,11687500,500
88,CL,11688000,500
89,QL,11688500,11000
90,QC,11699500,500000
91,QL,12199500,221000
92,CL,12420500,1000
93,QC,12421500,500000
94,CC,12921500,100000
95,CC,13021500,100000
96,QL,13121500,19000
97,QL,13140500,8000
98,CL,13148500,500
99,CL,13149000,500
100,QL,13149500,11000
101,QC,13160500,500000
102,QL,13660500,221000
103,CL,13881500,1000
104,QC,13882500,500000
105,CC,14382500,100000
106,CC,14482500,100000
107,QL,14582500,19000
108,QL,14601500,8000
109,CL,14609500,500
110,CL,14610000,500
111,QL,14610500,11000
112,QC,14621500,500000
113,QL,15121500,221000
114,CL,15342500,1000
115,QC,15343500,500000
116,CC,15843500,100000
117,CC,15943500,100000
118,QL,16043500,19000
119,QL,16062500,8000
120,CL,16070500,500
121,CL,16071000,500
122,QL,16071500,11000
123,QC,16082500,500000
124,QL,16582500,221000
125,CL,16803500,1000
126,QC,16804500,500000
127,CC,17304500,100000
128,CC,17404500,100000
129,QL,17504500,19000
130,QL,17523500,8000
131,CL,17531500,500
132,CL,17532000,500
133,QL,17532500,11000
134,QC,17543500,500000
135,QL,18043500,221000
136,CL,18264500,1000
137,QC,18265500,500000
138,CC,18765500,100000
139,CC,18865500,100000
140,QL,18965500,19000
141,QL,18984500,8000
142,CL,18992500,500
143,CL,18993000,500
144,QL,18993500,11000
145,QC,19004500,500000
146,QL,19504500,221000
147,CL,19725500,1000
148,QC,19726500,500000
149,CC,20226500,100000
150,CC,20326500,100000
151,QL,20426500,19000
152,QL,20445500,8000
153,CL,20453500,500
154,CL,20454000,500
155,QL,20454500,11000
156,QC,20465500,500000
157,QL,20965500,221000
158,CL,21186500,1000
159,QC,21187500,500000
160,CC,21687500,100000
161,CC,21787500,100000
162,QL,21887500,19000
163,QL,21906500,8000
164,CL,21914500,500
165,CL,21915000,500
166,QL,21915500,11000
167,QC,21926500,500000
168,QL,22426500,221000
169,CL,22647500,1000
170,QC,22648500,500000
171,CC,23148500,100000
172,CC,23248500,100000
173,QL,23348500,19000
174,QL,23367500,8000
175,CL,23375500,500
176,CL,23376000,500
177,QL,23376500,11000
178,QC,23387500,500000
179,QL,23887500,221000
180,CL,24108500,1000
181,QC,24109500,500000
182,CC,24609500,100000
183,CC,24709500,100000
184,QL,24809500,19000
185,QL,24828500,8000
186,CL,24836500,500
187,CL,24837000,500
188,QL,24837500,11000
189,QC,24848500,500000
190,QL,25348500,221000
191,CL,25569500,1000
192,QC,25570500,500000
193,CC,26070500,100000
194,CC,26170500,100000
195,QL,26270500,19000
196,QL,26289500,8000
197,CL,26297500,500
