index,type,start_time,duration
0,CL,0,500
1,QC,500,500000
2,CC,500500,100000
3,CC,600500,100000
4,QL,700500,19000
5,QC,719500,500000
6,QL,1219500,221000
7,CL,1440500,1000
8,CL,1441500,500
9,QC,1442000,500000
10,CC,1942000,100000
11,CC,2042000,100000
12,QL,2142000,19000
13,QC,2161000,500000
14,QL,2661000,221000
15,CL,2882000,1000
16,CL,2883000,500
17,QC,2883500,500000
18,CC,3383500,100000
19,CC,3483500,100000
20,QL,3583500,19000
21,QC,3602500,500000
22,QL,4102500,221000
23,CL,4323500,1000
24,CL,4324500,500
25,QC,4325000,500000
26,CC,4825000,100000
27,CC,4925000,100000
28,QL,5025000,19000
29,QC,5044000,500000
30,QL,5544000,221000
31,CL,5765000,1000
32,CL,5766000,500
33,QC,5766500,500000
34,CC,6266500,100000
35,CC,6366500,100000
36,QL,6466500,19000
37,QC,6485500,500000
38,QL,6985500,221000
39,CL,7206500,1000
40,CL,7207500,500
41,QC,7208000,500000
42,CC,7708000,100000
43,CC,7808000,100000
44,QL,7908000,19000
45,QC,7927000,500000
46,QL,8427000,221000
47,CL,8648000,1000
48,CL,8649000,500
49,QC,8649500,500000
50,CC,9149500,100000
51,CC,9249500,100000
52,QL,9349500,19000
53,QC,9368500,500000
54,QL,9868500,221000
55,CL,10089500,1000
56,CL,10090500,500
57,QC,10091000,500000
58,CC,10591000,100000
59,CC,10691000,100000
60,QL,10791000,19000
61,QC,10810000,500000
62,QL,11310000,221000
63,CL,11531000,1000
64,CL,11532000,500
65,QC,11532500,500000
66,CC,12032500,100000
67,CC,12132500,100000
68,QL,12232500,19000
69,QC,12251500,500000
70,QL,12751500,221000
71,CL,12972500,1000
72,CL,12973500,500
73,QC,12974000,500000
74,CC,13474000,100000
75,CC,13574000,100000
76,QL,13674000,19000
77,QC,13693000,500000
78,QL,14193000,221000
79,CL,14414000,1000
80,CL,14415000,500
81,QC,14415500,500000
82,CC,14915500,100000
83,CC,15015500,100000
84,QL,15115500,19000
85,QC,15134500,500000
86,QL,15634500,221000
87,CL,15855500,1000
88,CL,15856500,500
89,QC,15857000,500000
90,CC,16357000,100000
91,CC,16457000,100000
92,QL,16557000,19000
93,QC,16576000,500000
94,QL,17076000,221000
95,CL,17297000,1000
96,CL,17298000,500
97,QC,17298500,500000
98,CC,17798500,100000
99,CC,17898500,100000
100,QL,17998500,19000
101,QC,18017500,500000
102,QL,18517500,221000
103,CL,18738500,1000
104,CL,18739500,500
105,QC,18740000,500000
106,CC,19240000,100000
107,CC,19340000,100000
108,QL,19440000,19000
109,QC,19459000,500000
110,QL,19959000,221000
111,CL,20180000,1000
112,CL,20181000,500
113,QC,20181500,500000
114,CC,20681500,100000
115,CC,20781500,100000
116,QL,20881500,19000
117,QC,20900500,500000
118,QL,21400500,221000
119,CL,21621500,1000
120,CL,21622500,500
121,QC,21623000,500000
122,CC,22123000,100000
123,CC,22223000,100000
124,QL,22323000,19000
125,QC,22342000,500000
126,QL,22842000,221000
127,CL,23063000,1000
128,CL,23064000,500
129,QC,23064500,500000
130,CC,23564500,100000
131,CC,23664500,100000
132,QL,23764500,19000
133,QC,23783500,500000
134,QL,24283500,221000
135,CL,24504500,1000
136,CL,24505500,500
137,QC,24506000,500000
138,CC,25006000,100000
139,CC,25106000,100000
140,QL,25206000,19000
141,QC,25225000,500000
142,QL,25725000,221000
143,CL,25946000,1000
