qoala_run_index,dataset_id,n_sessions,ns_id,schedule_type,risk_aware,length_factor,success_probability,makespan,success_probability_bqc,success_probability_pingpong
0,3,6,3726,HEU,False,3,0.5,238800000.0,1.0,0.0
1,3,6,3726,HEU,False,3,0.8333333333333334,238800000.0,1.0,0.6666666666666666
2,3,6,3726,HEU,False,3,0.6666666666666666,238740000.0,0.6666666666666666,0.6666666666666666
3,3,6,3726,HEU,False,3,1.0,238820000.0,1.0,1.0
4,3,6,3726,HEU,False,3,0.6666666666666666,238800000.0,0.6666666666666666,0.6666666666666666
5,3,6,3726,HEU,False,3,0.8333333333333334,238820000.0,1.0,0.6666666666666666
6,3,6,3726,HEU,False,3,0.8333333333333334,238800000.0,1.0,0.6666666666666666
7,3,6,3726,HEU,False,3,0.6666666666666666,238860000.0,0.6666666666666666,0.6666666666666666
8,3,6,3726,HEU,False,3,0.6666666666666666,238820000.0,0.6666666666666666,0.6666666666666666
9,3,6,3726,HEU,False,3,0.5,238760000.0,0.6666666666666666,0.3333333333333333
10,3,6,3726,HEU,False,3,0.5,238780000.0,0.6666666666666666,0.3333333333333333
11,3,6,3726,HEU,False,3,0.5,238820000.0,0.3333333333333333,0.6666666666666666
12,3,6,3726,HEU,False,3,0.8333333333333334,238800000.0,0.6666666666666666,1.0
13,3,6,3726,HEU,False,3,0.8333333333333334,238800000.0,0.6666666666666666,1.0
14,3,6,3726,HEU,False,3,0.8333333333333334,238860000.0,0.6666666666666666,1.0
15,3,6,3726,HEU,False,3,0.6666666666666666,238840000.0,0.3333333333333333,1.0
16,3,6,3726,HEU,False,3,0.8333333333333334,238820000.0,0.6666666666666666,1.0
17,3,6,3726,HEU,False,3,1.0,238780000.0,1.0,1.0
18,3,6,3726,HEU,False,3,0.5,238840000.0,0.6666666666666666,0.3333333333333333
19,3,6,3726,HEU,False,3,0.6666666666666666,238820000.0,0.6666666666666666,0.6666666666666666
20,3,6,3726,HEU,False,3,0.8333333333333334,238840000.0,0.6666666666666666,1.0
21,3,6,3726,HEU,False,3,0.6666666666666666,238840000.0,0.6666666666666666,0.6666666666666666
22,3,6,3726,HEU,False,3,0.3333333333333333,238740000.0,0.3333333333333333,0.3333333333333333
23,3,6,3726,HEU,False,3,0.5,238800000.0,0.3333333333333333,0.6666666666666666
24,3,6,3726,HEU,False,3,0.3333333333333333,238800000.0,0.3333333333333333,0.3333333333333333
25,3,6,3726,HEU,False,3,0.6666666666666666,238860000.0,1.0,0.3333333333333333
26,3,6,3726,HEU,False,3,0.3333333333333333,238800000.0,0.3333333333333333,0.3333333333333333
27,3,6,3726,HEU,False,3,0.8333333333333334,238800000.0,0.6666666666666666,1.0
28,3,6,3726,HEU,False,3,0.6666666666666666,238760000.0,0.3333333333333333,1.0
29,3,6,3726,HEU,False,3,0.6666666666666666,238860000.0,1.0,0.3333333333333333
30,3,6,3726,HEU,False,3,0.8333333333333334,238820000.0,1.0,0.6666666666666666
31,3,6,3726,HEU,False,3,0.5,238800000.0,0.0,1.0
32,3,6,3726,HEU,False,3,0.6666666666666666,238800000.0,0.6666666666666666,0.6666666666666666
33,3,6,3726,HEU,False,3,0.3333333333333333,238820000.0,0.0,0.6666666666666666
34,3,6,3726,HEU,False,3,1.0,238800000.0,1.0,1.0
35,3,6,3726,HEU,False,3,0.8333333333333334,238760000.0,1.0,0.6666666666666666
36,3,6,3726,HEU,False,3,0.8333333333333334,238820000.0,0.6666666666666666,1.0
37,3,6,3726,HEU,False,3,0.6666666666666666,238760000.0,0.6666666666666666,0.6666666666666666
38,3,6,3726,HEU,False,3,0.8333333333333334,238840000.0,1.0,0.6666666666666666
39,3,6,3726,HEU,False,3,0.6666666666666666,238780000.0,0.6666666666666666,0.6666666666666666
40,3,6,3726,HEU,False,3,0.5,238820000.0,0.6666666666666666,0.3333333333333333
41,3,6,3726,HEU,False,3,0.5,238860000.0,0.0,1.0
42,3,6,3726,HEU,False,3,0.6666666666666666,238780000.0,0.6666666666666666,0.6666666666666666
43,3,6,3726,HEU,False,3,0.6666666666666666,238760000.0,1.0,0.3333333333333333
44,3,6,3726,HEU,False,3,0.5,238780000.0,0.3333333333333333,0.6666666666666666
45,3,6,3726,HEU,False,3,0.5,238820000.0,0.6666666666666666,0.3333333333333333
46,3,6,3726,HEU,False,3,0.6666666666666666,238820000.0,1.0,0.3333333333333333
47,3,6,3726,HEU,False,3,0.1666666666666666,238760000.0,0.0,0.3333333333333333
48,3,6,3726,HEU,False,3,0.6666666666666666,238820000.0,0.6666666666666666,0.6666666666666666
49,3,6,3726,HEU,False,3,0.8333333333333334,238820000.0,0.6666666666666666,1.0
50,3,6,3726,HEU,False,3,0.8333333333333334,238840000.0,0.6666666666666666,1.0
51,3,6,3726,HEU,False,3,0.5,238860000.0,0.3333333333333333,0.6666666666666666
52,3,6,3726,HEU,False,3,0.6666666666666666,238820000.0,0.6666666666666666,0.6666666666666666
53,3,6,3726,HEU,False,3,0.6666666666666666,238840000.0,0.6666666666666666,0.6666666666666666
54,3,6,3726,HEU,False,3,0.8333333333333334,238820000.0,0.6666666666666666,1.0
55,3,6,3726,HEU,False,3,0.6666666666666666,238720000.0,0.6666666666666666,0.6666666666666666
56,3,6,3726,HEU,False,3,1.0,238800000.0,1.0,1.0
57,3,6,3726,HEU,False,3,0.5,238760000.0,0.3333333333333333,0.6666666666666666
58,3,6,3726,HEU,False,3,0.5,238820000.0,0.6666666666666666,0.3333333333333333
59,3,6,3726,HEU,False,3,0.6666666666666666,238820000.0,0.6666666666666666,0.6666666666666666
60,3,6,3726,HEU,False,3,0.6666666666666666,238760000.0,0.6666666666666666,0.6666666666666666
61,3,6,3726,HEU,False,3,0.6666666666666666,238800000.0,0.3333333333333333,1.0
62,3,6,3726,HEU,False,3,0.6666666666666666,238820000.0,1.0,0.3333333333333333
63,3,6,3726,HEU,False,3,0.6666666666666666,238780000.0,1.0,0.3333333333333333
64,3,6,3726,HEU,False,3,0.6666666666666666,238820000.0,0.6666666666666666,0.6666666666666666
65,3,6,3726,HEU,False,3,1.0,238780000.0,1.0,1.0
66,3,6,3726,HEU,False,3,0.5,238720000.0,1.0,0.0
67,3,6,3726,HEU,False,3,0.6666666666666666,238780000.0,0.6666666666666666,0.6666666666666666
68,3,6,3726,HEU,False,3,0.5,238820000.0,0.6666666666666666,0.3333333333333333
69,3,6,3726,HEU,False,3,0.6666666666666666,238780000.0,0.3333333333333333,1.0
70,3,6,3726,HEU,False,3,0.3333333333333333,238800000.0,0.6666666666666666,0.0
71,3,6,3726,HEU,False,3,0.6666666666666666,238820000.0,0.6666666666666666,0.6666666666666666
72,3,6,3726,HEU,False,3,0.6666666666666666,238840000.0,0.6666666666666666,0.6666666666666666
73,3,6,3726,HEU,False,3,1.0,238840000.0,1.0,1.0
74,3,6,3726,HEU,False,3,0.8333333333333334,238820000.0,0.6666666666666666,1.0
75,3,6,3726,HEU,False,3,0.8333333333333334,238760000.0,0.6666666666666666,1.0
76,3,6,3726,HEU,False,3,0.6666666666666666,238760000.0,0.3333333333333333,1.0
77,3,6,3726,HEU,False,3,1.0,238760000.0,1.0,1.0
78,3,6,3726,HEU,False,3,0.8333333333333334,238860000.0,0.6666666666666666,1.0
79,3,6,3726,HEU,False,3,0.6666666666666666,238840000.0,0.6666666666666666,0.6666666666666666
80,3,6,3726,HEU,False,3,0.5,238820000.0,0.6666666666666666,0.3333333333333333
81,3,6,3726,HEU,False,3,0.8333333333333334,238780000.0,0.6666666666666666,1.0
82,3,6,3726,HEU,False,3,0.1666666666666666,238760000.0,0.3333333333333333,0.0
83,3,6,3726,HEU,False,3,0.6666666666666666,238800000.0,0.3333333333333333,1.0
84,3,6,3726,HEU,False,3,0.5,238780000.0,0.3333333333333333,0.6666666666666666
85,3,6,3726,HEU,False,3,0.6666666666666666,238820000.0,0.3333333333333333,1.0
86,3,6,3726,HEU,False,3,0.6666666666666666,238860000.0,0.6666666666666666,0.6666666666666666
87,3,6,3726,HEU,False,3,0.8333333333333334,238820000.0,0.6666666666666666,1.0
88,3,6,3726,HEU,False,3,0.3333333333333333,238800000.0,0.3333333333333333,0.3333333333333333
89,3,6,3726,HEU,False,3,0.5,238820000.0,0.3333333333333333,0.6666666666666666
90,3,6,3726,HEU,False,3,0.5,238740000.0,0.6666666666666666,0.3333333333333333
91,3,6,3726,HEU,False,3,0.5,238760000.0,0.3333333333333333,0.6666666666666666
92,3,6,3726,HEU,False,3,0.5,238820000.0,0.3333333333333333,0.6666666666666666
93,3,6,3726,HEU,False,3,0.6666666666666666,238740000.0,0.6666666666666666,0.6666666666666666
94,3,6,3726,HEU,False,3,0.6666666666666666,238820000.0,1.0,0.3333333333333333
95,3,6,3726,HEU,False,3,1.0,238800000.0,1.0,1.0
96,3,6,3726,HEU,False,3,0.8333333333333334,238800000.0,0.6666666666666666,1.0
97,3,6,3726,HEU,False,3,0.5,238800000.0,0.6666666666666666,0.3333333333333333
98,3,6,3726,HEU,False,3,0.8333333333333334,238860000.0,1.0,0.6666666666666666
99,3,6,3726,HEU,False,3,0.5,238760000.0,0.3333333333333333,0.6666666666666666
0,3,6,7780,HEU,False,3,0.6666666666666666,238760000.0,0.3333333333333333,1.0
1,3,6,7780,HEU,False,3,0.6666666666666666,238780000.0,0.6666666666666666,0.6666666666666666
2,3,6,7780,HEU,False,3,0.8333333333333334,238800000.0,1.0,0.6666666666666666
3,3,6,7780,HEU,False,3,1.0,238760000.0,1.0,1.0
4,3,6,7780,HEU,False,3,0.6666666666666666,238800000.0,1.0,0.3333333333333333
5,3,6,7780,HEU,False,3,0.8333333333333334,238780000.0,0.6666666666666666,1.0
6,3,6,7780,HEU,False,3,0.8333333333333334,238760000.0,1.0,0.6666666666666666
7,3,6,7780,HEU,False,3,0.8333333333333334,238820000.0,0.6666666666666666,1.0
8,3,6,7780,HEU,False,3,0.8333333333333334,238780000.0,0.6666666666666666,1.0
9,3,6,7780,HEU,False,3,0.3333333333333333,238740000.0,0.6666666666666666,0.0
10,3,6,7780,HEU,False,3,0.5,238860000.0,0.6666666666666666,0.3333333333333333
11,3,6,7780,HEU,False,3,0.6666666666666666,238800000.0,0.6666666666666666,0.6666666666666666
12,3,6,7780,HEU,False,3,0.6666666666666666,238820000.0,0.6666666666666666,0.6666666666666666
13,3,6,7780,HEU,False,3,0.8333333333333334,238820000.0,1.0,0.6666666666666666
14,3,6,7780,HEU,False,3,0.8333333333333334,238760000.0,0.6666666666666666,1.0
15,3,6,7780,HEU,False,3,0.5,238780000.0,0.6666666666666666,0.3333333333333333
16,3,6,7780,HEU,False,3,0.8333333333333334,238800000.0,0.6666666666666666,1.0
17,3,6,7780,HEU,False,3,0.5,238820000.0,0.6666666666666666,0.3333333333333333
18,3,6,7780,HEU,False,3,0.3333333333333333,238800000.0,0.3333333333333333,0.3333333333333333
19,3,6,7780,HEU,False,3,0.5,238800000.0,0.6666666666666666,0.3333333333333333
20,3,6,7780,HEU,False,3,0.6666666666666666,238820000.0,0.6666666666666666,0.6666666666666666
21,3,6,7780,HEU,False,3,0.3333333333333333,238740000.0,0.3333333333333333,0.3333333333333333
22,3,6,7780,HEU,False,3,0.8333333333333334,238760000.0,0.6666666666666666,1.0
23,3,6,7780,HEU,False,3,0.8333333333333334,238760000.0,1.0,0.6666666666666666
24,3,6,7780,HEU,False,3,0.8333333333333334,238840000.0,1.0,0.6666666666666666
25,3,6,7780,HEU,False,3,0.6666666666666666,238840000.0,1.0,0.3333333333333333
26,3,6,7780,HEU,False,3,0.8333333333333334,238840000.0,1.0,0.6666666666666666
27,3,6,7780,HEU,False,3,0.6666666666666666,238820000.0,1.0,0.3333333333333333
28,3,6,7780,HEU,False,3,0.5,238760000.0,0.3333333333333333,0.6666666666666666
29,3,6,7780,HEU,False,3,0.8333333333333334,238820000.0,1.0,0.6666666666666666
30,3,6,7780,HEU,False,3,0.5,238840000.0,0.6666666666666666,0.3333333333333333
31,3,6,7780,HEU,False,3,0.8333333333333334,238740000.0,0.6666666666666666,1.0
32,3,6,7780,HEU,False,3,0.6666666666666666,238820000.0,0.6666666666666666,0.6666666666666666
33,3,6,7780,HEU,False,3,0.8333333333333334,238780000.0,0.6666666666666666,1.0
34,3,6,7780,HEU,False,3,0.8333333333333334,238800000.0,1.0,0.6666666666666666
35,3,6,7780,HEU,False,3,0.3333333333333333,238820000.0,0.0,0.6666666666666666
36,3,6,7780,HEU,False,3,0.5,238780000.0,0.3333333333333333,0.6666666666666666
37,3,6,7780,HEU,False,3,0.5,238800000.0,0.6666666666666666,0.3333333333333333
38,3,6,7780,HEU,False,3,0.8333333333333334,238860000.0,1.0,0.6666666666666666
39,3,6,7780,HEU,False,3,0.8333333333333334,238740000.0,0.6666666666666666,1.0
40,3,6,7780,HEU,False,3,1.0,238780000.0,1.0,1.0
41,3,6,7780,HEU,False,3,0.5,238800000.0,0.3333333333333333,0.6666666666666666
42,3,6,7780,HEU,False,3,0.5,238820000.0,0.3333333333333333,0.6666666666666666
43,3,6,7780,HEU,False,3,0.6666666666666666,238900000.0,0.3333333333333333,1.0
44,3,6,7780,HEU,False,3,1.0,238800000.0,1.0,1.0
45,3,6,7780,HEU,False,3,0.6666666666666666,238800000.0,0.3333333333333333,1.0
46,3,6,7780,HEU,False,3,0.6666666666666666,238760000.0,0.6666666666666666,0.6666666666666666
47,3,6,7780,HEU,False,3,0.8333333333333334,238840000.0,0.6666666666666666,1.0
48,3,6,7780,HEU,False,3,0.5,238860000.0,0.3333333333333333,0.6666666666666666
49,3,6,7780,HEU,False,3,0.5,238780000.0,0.3333333333333333,0.6666666666666666
50,3,6,7780,HEU,False,3,0.8333333333333334,238780000.0,0.6666666666666666,1.0
51,3,6,7780,HEU,False,3,0.5,238820000.0,0.6666666666666666,0.3333333333333333
52,3,6,7780,HEU,False,3,0.6666666666666666,238840000.0,0.6666666666666666,0.6666666666666666
53,3,6,7780,HEU,False,3,0.8333333333333334,238740000.0,1.0,0.6666666666666666
54,3,6,7780,HEU,False,3,0.8333333333333334,238840000.0,0.6666666666666666,1.0
55,3,6,7780,HEU,False,3,0.3333333333333333,238800000.0,0.0,0.6666666666666666
56,3,6,7780,HEU,False,3,0.8333333333333334,238800000.0,0.6666666666666666,1.0
57,3,6,7780,HEU,False,3,1.0,238820000.0,1.0,1.0
58,3,6,7780,HEU,False,3,0.6666666666666666,238780000.0,0.3333333333333333,1.0
59,3,6,7780,HEU,False,3,0.6666666666666666,238840000.0,0.6666666666666666,0.6666666666666666
60,3,6,7780,HEU,False,3,0.6666666666666666,238820000.0,0.6666666666666666,0.6666666666666666
61,3,6,7780,HEU,False,3,1.0,238820000.0,1.0,1.0
62,3,6,7780,HEU,False,3,1.0,238840000.0,1.0,1.0
63,3,6,7780,HEU,False,3,0.6666666666666666,238820000.0,1.0,0.3333333333333333
64,3,6,7780,HEU,False,3,0.8333333333333334,238760000.0,0.6666666666666666,1.0
65,3,6,7780,HEU,False,3,0.6666666666666666,238720000.0,1.0,0.3333333333333333
66,3,6,7780,HEU,False,3,1.0,238760000.0,1.0,1.0
67,3,6,7780,HEU,False,3,0.6666666666666666,238860000.0,0.6666666666666666,0.6666666666666666
68,3,6,7780,HEU,False,3,0.3333333333333333,238740000.0,0.3333333333333333,0.3333333333333333
69,3,6,7780,HEU,False,3,0.6666666666666666,238800000.0,0.6666666666666666,0.6666666666666666
