qoala_run_index,dataset_id,n_sessions,ns_id,schedule_type,risk_aware,length_factor,success_probability,makespan,success_probability_bqc,success_probability_qkd
0,4,12,None,HEU,False,1,0.75,938100000.0,0.6666666666666666,0.8333333333333334
1,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.5,0.6666666666666666
2,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
3,4,12,None,HEU,False,1,0.4166666666666667,938100000.0,0.5,0.3333333333333333
4,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.6666666666666666,0.6666666666666666
5,4,12,None,HEU,False,1,0.75,938100000.0,0.8333333333333334,0.6666666666666666
6,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.8333333333333334,0.5
7,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
8,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
9,4,12,None,HEU,False,1,0.5,938100000.0,0.6666666666666666,0.3333333333333333
10,4,12,None,HEU,False,1,0.75,938100000.0,0.8333333333333334,0.6666666666666666
11,4,12,None,HEU,False,1,0.4166666666666667,938100000.0,0.6666666666666666,0.1666666666666666
12,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.8333333333333334,0.5
13,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
14,4,12,None,HEU,False,1,0.4166666666666667,938100000.0,0.5,0.3333333333333333
15,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.8333333333333334,0.5
16,4,12,None,HEU,False,1,0.75,938100000.0,1.0,0.5
17,4,12,None,HEU,False,1,0.75,938100000.0,0.8333333333333334,0.6666666666666666
18,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.5,0.6666666666666666
19,4,12,None,HEU,False,1,0.5,938100000.0,0.8333333333333334,0.1666666666666666
20,4,12,None,HEU,False,1,0.75,938100000.0,1.0,0.5
21,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
22,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.8333333333333334,0.5
23,4,12,None,HEU,False,1,0.5,938100000.0,0.6666666666666666,0.3333333333333333
24,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.8333333333333334,0.3333333333333333
25,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.6666666666666666,0.6666666666666666
26,4,12,None,HEU,False,1,0.4166666666666667,938100000.0,0.6666666666666666,0.1666666666666666
27,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
28,4,12,None,HEU,False,1,0.3333333333333333,938100000.0,0.5,0.1666666666666666
29,4,12,None,HEU,False,1,0.4166666666666667,938100000.0,0.5,0.3333333333333333
30,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
31,4,12,None,HEU,False,1,0.4166666666666667,938100000.0,0.5,0.3333333333333333
32,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.3333333333333333,1.0
33,4,12,None,HEU,False,1,0.75,938100000.0,0.5,1.0
34,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.8333333333333334,0.5
35,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
36,4,12,None,HEU,False,1,0.8333333333333334,938100000.0,1.0,0.6666666666666666
37,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
38,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
39,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
40,4,12,None,HEU,False,1,0.3333333333333333,938100000.0,0.5,0.1666666666666666
41,4,12,None,HEU,False,1,0.75,938100000.0,0.8333333333333334,0.6666666666666666
42,4,12,None,HEU,False,1,0.4166666666666667,938100000.0,0.3333333333333333,0.5
43,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
44,4,12,None,HEU,False,1,0.5,938100000.0,0.6666666666666666,0.3333333333333333
45,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.6666666666666666,0.6666666666666666
46,4,12,None,HEU,False,1,0.75,938100000.0,0.8333333333333334,0.6666666666666666
47,4,12,None,HEU,False,1,0.5,938100000.0,0.5,0.5
48,4,12,None,HEU,False,1,0.75,938100000.0,0.5,1.0
49,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.5,0.6666666666666666
50,4,12,None,HEU,False,1,0.5,938100000.0,0.6666666666666666,0.3333333333333333
51,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.8333333333333334,0.3333333333333333
52,4,12,None,HEU,False,1,0.5,938100000.0,0.6666666666666666,0.3333333333333333
53,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.8333333333333334,0.5
54,4,12,None,HEU,False,1,0.5,938100000.0,0.6666666666666666,0.3333333333333333
55,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
56,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.8333333333333334,0.3333333333333333
57,4,12,None,HEU,False,1,0.75,938100000.0,0.6666666666666666,0.8333333333333334
58,4,12,None,HEU,False,1,0.8333333333333334,938100000.0,0.8333333333333334,0.8333333333333334
59,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
60,4,12,None,HEU,False,1,0.4166666666666667,938100000.0,0.5,0.3333333333333333
61,4,12,None,HEU,False,1,0.5,938100000.0,0.6666666666666666,0.3333333333333333
62,4,12,None,HEU,False,1,0.5,938100000.0,0.6666666666666666,0.3333333333333333
63,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.3333333333333333,0.8333333333333334
64,4,12,None,HEU,False,1,0.5,938100000.0,0.6666666666666666,0.3333333333333333
65,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.6666666666666666,0.6666666666666666
66,4,12,None,HEU,False,1,0.4166666666666667,938100000.0,0.1666666666666666,0.6666666666666666
67,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.6666666666666666,0.6666666666666666
68,4,12,None,HEU,False,1,0.4166666666666667,938100000.0,0.6666666666666666,0.1666666666666666
69,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.8333333333333334,0.5
70,4,12,None,HEU,False,1,0.4166666666666667,938100000.0,0.3333333333333333,0.5
71,4,12,None,HEU,False,1,0.5,938100000.0,0.8333333333333334,0.1666666666666666
72,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.5,0.6666666666666666
73,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
74,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.6666666666666666,0.6666666666666666
75,4,12,None,HEU,False,1,0.75,938100000.0,1.0,0.5
76,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.6666666666666666,0.6666666666666666
77,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.8333333333333334,0.5
78,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.5,0.6666666666666666
79,4,12,None,HEU,False,1,0.5,938100000.0,0.5,0.5
80,4,12,None,HEU,False,1,0.4166666666666667,938100000.0,0.5,0.3333333333333333
81,4,12,None,HEU,False,1,0.75,938100000.0,0.6666666666666666,0.8333333333333334
82,4,12,None,HEU,False,1,0.3333333333333333,938100000.0,0.5,0.1666666666666666
83,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
84,4,12,None,HEU,False,1,0.8333333333333334,938100000.0,1.0,0.6666666666666666
85,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.6666666666666666,0.6666666666666666
86,4,12,None,HEU,False,1,0.3333333333333333,938100000.0,0.3333333333333333,0.3333333333333333
87,4,12,None,HEU,False,1,0.5,938100000.0,0.6666666666666666,0.3333333333333333
88,4,12,None,HEU,False,1,0.9166666666666666,938100000.0,1.0,0.8333333333333334
89,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.6666666666666666,0.6666666666666666
90,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
91,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.5,0.6666666666666666
92,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.5,0.8333333333333334
93,4,12,None,HEU,False,1,0.4166666666666667,938100000.0,0.5,0.3333333333333333
94,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.8333333333333334,0.5
95,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.5,0.6666666666666666
96,4,12,None,HEU,False,1,0.75,938100000.0,1.0,0.5
97,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.8333333333333334,0.5
98,4,12,None,HEU,False,1,0.75,938100000.0,0.8333333333333334,0.6666666666666666
99,4,12,None,HEU,False,1,0.75,938100000.0,0.6666666666666666,0.8333333333333334
100,4,12,None,HEU,False,1,0.75,938100000.0,0.6666666666666666,0.8333333333333334
101,4,12,None,HEU,False,1,0.4166666666666667,938100000.0,0.3333333333333333,0.5
102,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.5,0.8333333333333334
103,4,12,None,HEU,False,1,0.75,938100000.0,0.8333333333333334,0.6666666666666666
104,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.8333333333333334,0.5
105,4,12,None,HEU,False,1,0.75,938100000.0,0.6666666666666666,0.8333333333333334
106,4,12,None,HEU,False,1,0.75,938100000.0,0.8333333333333334,0.6666666666666666
107,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
108,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,1.0,0.3333333333333333
109,4,12,None,HEU,False,1,0.75,938100000.0,0.8333333333333334,0.6666666666666666
110,4,12,None,HEU,False,1,0.5,938100000.0,0.5,0.5
111,4,12,None,HEU,False,1,0.3333333333333333,938100000.0,0.3333333333333333,0.3333333333333333
112,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
113,4,12,None,HEU,False,1,0.3333333333333333,938100000.0,0.3333333333333333,0.3333333333333333
114,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.6666666666666666,0.6666666666666666
115,4,12,None,HEU,False,1,0.5,938100000.0,0.6666666666666666,0.3333333333333333
116,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.8333333333333334,0.5
117,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.6666666666666666,0.6666666666666666
118,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.3333333333333333,0.8333333333333334
119,4,12,None,HEU,False,1,0.4166666666666667,938100000.0,0.5,0.3333333333333333
120,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.8333333333333334,0.5
121,4,12,None,HEU,False,1,0.75,938100000.0,0.8333333333333334,0.6666666666666666
122,4,12,None,HEU,False,1,0.3333333333333333,938100000.0,0.3333333333333333,0.3333333333333333
123,4,12,None,HEU,False,1,0.75,938100000.0,0.8333333333333334,0.6666666666666666
124,4,12,None,HEU,False,1,0.5,938100000.0,0.5,0.5
125,4,12,None,HEU,False,1,0.75,938100000.0,1.0,0.5
126,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
127,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
128,4,12,None,HEU,False,1,0.5,938100000.0,0.8333333333333334,0.1666666666666666
129,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.8333333333333334,0.5
130,4,12,None,HEU,False,1,0.75,938100000.0,1.0,0.5
131,4,12,None,HEU,False,1,0.4166666666666667,938100000.0,0.3333333333333333,0.5
132,4,12,None,HEU,False,1,0.3333333333333333,938100000.0,0.3333333333333333,0.3333333333333333
133,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.6666666666666666,0.6666666666666666
134,4,12,None,HEU,False,1,0.5,938100000.0,0.3333333333333333,0.6666666666666666
135,4,12,None,HEU,False,1,0.75,938100000.0,0.8333333333333334,0.6666666666666666
136,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.5,0.8333333333333334
137,4,12,None,HEU,False,1,0.75,938100000.0,0.8333333333333334,0.6666666666666666
138,4,12,None,HEU,False,1,0.75,938100000.0,0.6666666666666666,0.8333333333333334
139,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.8333333333333334,0.5
140,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.8333333333333334,0.5
141,4,12,None,HEU,False,1,0.75,938100000.0,0.8333333333333334,0.6666666666666666
142,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
143,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,1.0,0.1666666666666666
144,4,12,None,HEU,False,1,0.5,938100000.0,0.6666666666666666,0.3333333333333333
145,4,12,None,HEU,False,1,0.5,938100000.0,0.5,0.5
146,4,12,None,HEU,False,1,0.5,938100000.0,0.3333333333333333,0.6666666666666666
147,4,12,None,HEU,False,1,0.5,938100000.0,0.3333333333333333,0.6666666666666666
148,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.6666666666666666,0.6666666666666666
149,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.6666666666666666,0.6666666666666666
150,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.5,0.6666666666666666
151,4,12,None,HEU,False,1,0.75,938100000.0,0.8333333333333334,0.6666666666666666
152,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.6666666666666666,0.6666666666666666
153,4,12,None,HEU,False,1,0.75,938100000.0,0.6666666666666666,0.8333333333333334
154,4,12,None,HEU,False,1,0.25,938100000.0,0.5,0.0
155,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.8333333333333334,0.5
156,4,12,None,HEU,False,1,0.5,938100000.0,0.6666666666666666,0.3333333333333333
157,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.6666666666666666,0.6666666666666666
158,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.8333333333333334,0.5
159,4,12,None,HEU,False,1,0.75,938100000.0,1.0,0.5
160,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
161,4,12,None,HEU,False,1,0.75,938100000.0,1.0,0.5
162,4,12,None,HEU,False,1,0.8333333333333334,938100000.0,0.8333333333333334,0.8333333333333334
163,4,12,None,HEU,False,1,0.5,938100000.0,0.5,0.5
164,4,12,None,HEU,False,1,0.75,938100000.0,0.8333333333333334,0.6666666666666666
165,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.6666666666666666,0.6666666666666666
166,4,12,None,HEU,False,1,0.5,938100000.0,0.5,0.5
167,4,12,None,HEU,False,1,0.4166666666666667,938100000.0,0.5,0.3333333333333333
168,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.6666666666666666,0.6666666666666666
169,4,12,None,HEU,False,1,0.5,938100000.0,0.3333333333333333,0.6666666666666666
170,4,12,None,HEU,False,1,0.8333333333333334,938100000.0,0.8333333333333334,0.8333333333333334
171,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.5,0.8333333333333334
172,4,12,None,HEU,False,1,0.9166666666666666,938100000.0,1.0,0.8333333333333334
173,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
174,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.8333333333333334,0.3333333333333333
175,4,12,None,HEU,False,1,0.3333333333333333,938100000.0,0.1666666666666666,0.5
176,4,12,None,HEU,False,1,0.5,938100000.0,0.8333333333333334,0.1666666666666666
177,4,12,None,HEU,False,1,0.5,938100000.0,0.5,0.5
178,4,12,None,HEU,False,1,0.5,938100000.0,0.8333333333333334,0.1666666666666666
179,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.8333333333333334,0.3333333333333333
180,4,12,None,HEU,False,1,0.5,938100000.0,0.6666666666666666,0.3333333333333333
181,4,12,None,HEU,False,1,0.5,938100000.0,0.5,0.5
182,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.3333333333333333,0.8333333333333334
183,4,12,None,HEU,False,1,0.4166666666666667,938100000.0,0.5,0.3333333333333333
184,4,12,None,HEU,False,1,0.8333333333333334,938100000.0,1.0,0.6666666666666666
185,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
186,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
187,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.5,0.6666666666666666
188,4,12,None,HEU,False,1,0.4166666666666667,938100000.0,0.6666666666666666,0.1666666666666666
189,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.5,0.8333333333333334
190,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.6666666666666666,0.5
191,4,12,None,HEU,False,1,0.4166666666666667,938100000.0,0.5,0.3333333333333333
192,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.5,0.6666666666666666
193,4,12,None,HEU,False,1,0.8333333333333334,938100000.0,0.8333333333333334,0.8333333333333334
194,4,12,None,HEU,False,1,0.75,938100000.0,0.6666666666666666,0.8333333333333334
195,4,12,None,HEU,False,1,0.4166666666666667,938100000.0,0.6666666666666666,0.1666666666666666
196,4,12,None,HEU,False,1,0.5833333333333334,938100000.0,0.8333333333333334,0.3333333333333333
197,4,12,None,HEU,False,1,0.6666666666666666,938100000.0,0.6666666666666666,0.6666666666666666
198,4,12,None,HEU,False,1,0.4166666666666667,938100000.0,0.5,0.3333333333333333
199,4,12,None,HEU,False,1,0.4166666666666667,938100000.0,0.6666666666666666,0.1666666666666666
0,4,12,1066,HEU,False,5,0.6666666666666666,4551300000.0,0.8333333333333334,0.5
1,4,12,1066,HEU,False,5,0.6666666666666666,4551300000.0,0.8333333333333334,0.5
2,4,12,1066,HEU,False,5,0.5,4551300000.0,0.6666666666666666,0.3333333333333333
3,4,12,1066,HEU,False,5,0.6666666666666666,4551300000.0,0.6666666666666666,0.6666666666666666
4,4,12,1066,HEU,False,5,0.5,4551300000.0,0.8333333333333334,0.1666666666666666
5,4,12,1066,HEU,False,5,0.3333333333333333,4551300000.0,0.5,0.1666666666666666
6,4,12,1066,HEU,False,5,0.6666666666666666,4551300000.0,0.5,0.8333333333333334
7,4,12,1066,HEU,False,5,0.75,4551300000.0,0.6666666666666666,0.8333333333333334
8,4,12,1066,HEU,False,5,0.5833333333333334,4551300000.0,0.6666666666666666,0.5
9,4,12,1066,HEU,False,5,0.4166666666666667,4551300000.0,0.5,0.3333333333333333
10,4,12,1066,HEU,False,5,0.75,4551300000.0,0.8333333333333334,0.6666666666666666
11,4,12,1066,HEU,False,5,0.5,4551300000.0,0.6666666666666666,0.3333333333333333
12,4,12,1066,HEU,False,5,0.75,4551300000.0,0.8333333333333334,0.6666666666666666
13,4,12,1066,HEU,False,5,0.5833333333333334,4551300000.0,0.6666666666666666,0.5
14,4,12,1066,HEU,False,5,0.4166666666666667,4551300000.0,0.5,0.3333333333333333
15,4,12,1066,HEU,False,5,0.3333333333333333,4551300000.0,0.3333333333333333,0.3333333333333333
16,4,12,1066,HEU,False,5,0.6666666666666666,4551300000.0,0.6666666666666666,0.6666666666666666
