qoala_run_index,dataset_id,n_sessions,ns_id,schedule_type,risk_aware,length_factor,success_probability,makespan,success_probability_bqc
0,0,6,827,HEU,False,3,0.5,205900000.0,0.5
1,0,6,827,HEU,False,3,1.0,205900000.0,1.0
2,0,6,827,HEU,False,3,0.5,205900000.0,0.5
3,0,6,827,HEU,False,3,0.6666666666666666,205900000.0,0.6666666666666666
4,0,6,827,HEU,False,3,0.6666666666666666,205900000.0,0.6666666666666666
5,0,6,827,HEU,False,3,0.6666666666666666,205900000.0,0.6666666666666666
6,0,6,827,HEU,False,3,0.6666666666666666,205900000.0,0.6666666666666666
7,0,6,827,HEU,False,3,0.5,205900000.0,0.5
8,0,6,827,HEU,False,3,0.8333333333333334,205900000.0,0.8333333333333334
9,0,6,827,HEU,False,3,1.0,205900000.0,1.0
10,0,6,827,HEU,False,3,0.6666666666666666,205900000.0,0.6666666666666666
11,0,6,827,HEU,False,3,0.5,205900000.0,0.5
12,0,6,827,HEU,False,3,0.6666666666666666,205900000.0,0.6666666666666666
13,0,6,827,HEU,False,3,0.8333333333333334,205900000.0,0.8333333333333334
14,0,6,827,HEU,False,3,0.6666666666666666,205900000.0,0.6666666666666666
15,0,6,827,HEU,False,3,0.6666666666666666,205900000.0,0.6666666666666666
16,0,6,827,HEU,False,3,0.6666666666666666,205900000.0,0.6666666666666666
17,0,6,827,HEU,False,3,1.0,205900000.0,1.0
18,0,6,827,HEU,False,3,1.0,205900000.0,1.0
19,0,6,827,HEU,False,3,0.5,205900000.0,0.5
20,0,6,827,HEU,False,3,0.5,205900000.0,0.5
21,0,6,827,HEU,False,3,0.6666666666666666,205900000.0,0.6666666666666666
22,0,6,827,HEU,False,3,0.3333333333333333,205900000.0,0.3333333333333333
23,0,6,827,HEU,False,3,0.8333333333333334,205900000.0,0.8333333333333334
24,0,6,827,HEU,False,3,0.8333333333333334,205900000.0,0.8333333333333334
25,0,6,827,HEU,False,3,0.6666666666666666,205900000.0,0.6666666666666666
26,0,6,827,HEU,False,3,0.5,205900000.0,0.5
27,0,6,827,HEU,False,3,0.6666666666666666,205900000.0,0.6666666666666666
28,0,6,827,HEU,False,3,1.0,205900000.0,1.0
29,0,6,827,HEU,False,3,0.6666666666666666,205900000.0,0.6666666666666666
30,0,6,827,HEU,False,3,0.5,205900000.0,0.5
31,0,6,827,HEU,False,3,0.8333333333333334,205900000.0,0.8333333333333334
32,0,6,827,HEU,False,3,0.6666666666666666,205900000.0,0.6666666666666666
33,0,6,827,HEU,False,3,0.6666666666666666,205900000.0,0.6666666666666666
34,0,6,827,HEU,False,3,0.5,205900000.0,0.5
35,0,6,827,HEU,False,3,0.8333333333333334,205900000.0,0.8333333333333334
36,0,6,827,HEU,False,3,0.8333333333333334,205900000.0,0.8333333333333334
37,0,6,827,HEU,False,3,0.8333333333333334,205900000.0,0.8333333333333334
38,0,6,827,HEU,False,3,1.0,205900000.0,1.0
39,0,6,827,HEU,False,3,0.6666666666666666,205900000.0,0.6666666666666666
40,0,6,827,HEU,False,3,0.1666666666666666,205900000.0,0.1666666666666666
41,0,6,827,HEU,False,3,0.5,205900000.0,0.5
42,0,6,827,HEU,False,3,0.8333333333333334,205900000.0,0.8333333333333334
43,0,6,827,HEU,False,3,0.3333333333333333,205900000.0,0.3333333333333333
44,0,6,827,HEU,False,3,0.8333333333333334,205900000.0,0.8333333333333334
45,0,6,827,HEU,False,3,0.8333333333333334,205900000.0,0.8333333333333334
46,0,6,827,HEU,False,3,0.6666666666666666,205900000.0,0.6666666666666666
47,0,6,827,HEU,False,3,0.8333333333333334,205900000.0,0.8333333333333334
48,0,6,827,HEU,False,3,0.6666666666666666,205900000.0,0.6666666666666666
49,0,6,827,HEU,False,3,1.0,205900000.0,1.0
50,0,6,827,HEU,False,3,0.5,205900000.0,0.5
51,0,6,827,HEU,False,3,0.6666666666666666,205900000.0,0.6666666666666666
52,0,6,827,HEU,False,3,0.8333333333333334,205900000.0,0.8333333333333334
53,0,6,827,HEU,False,3,0.5,205900000.0,0.5
54,0,6,827,HEU,False,3,0.5,205900000.0,0.5
55,0,6,827,HEU,False,3,0.8333333333333334,205900000.0,0.8333333333333334
56,0,6,827,HEU,False,3,0.6666666666666666,205900000.0,0.6666666666666666
57,0,6,827,HEU,False,3,0.8333333333333334,205900000.0,0.8333333333333334
58,0,6,827,HEU,False,3,0.5,205900000.0,0.5
59,0,6,827,HEU,False,3,0.6666666666666666,205900000.0,0.6666666666666666
60,0,6,827,HEU,False,3,0.6666666666666666,205900000.0,0.6666666666666666
61,0,6,827,HEU,False,3,0.6666666666666666,205900000.0,0.6666666666666666
