qoala_run_index,dataset_id,n_sessions,ns_id,schedule_type,risk_aware,length_factor,success_probability,makespan,success_probability_pingpong,success_probability_qkd
130,5,12,10016,OPT,False,5,0.75,4611300000.0,0.8333333333333334,0.6666666666666666
131,5,12,10016,OPT,False,5,0.5833333333333334,4611300000.0,0.6666666666666666,0.5
132,5,12,10016,OPT,False,5,0.3333333333333333,4611300000.0,0.6666666666666666,0.0
133,5,12,10016,OPT,False,5,0.6666666666666666,4611300000.0,0.5,0.8333333333333334
134,5,12,10016,OPT,False,5,0.4166666666666667,4611300000.0,0.3333333333333333,0.5
135,5,12,10016,OPT,False,5,0.5,4611300000.0,0.6666666666666666,0.3333333333333333
136,5,12,10016,OPT,False,5,0.8333333333333334,4611300000.0,0.8333333333333334,0.8333333333333334
137,5,12,10016,OPT,False,5,0.3333333333333333,4611300000.0,0.3333333333333333,0.3333333333333333
138,5,12,10016,OPT,False,5,0.5,4611300000.0,0.6666666666666666,0.3333333333333333
139,5,12,10016,OPT,False,5,0.4166666666666667,4611300000.0,0.3333333333333333,0.5
140,5,12,10016,OPT,False,5,0.5833333333333334,4611300000.0,0.8333333333333334,0.3333333333333333
141,5,12,10016,OPT,False,5,0.5,4611300000.0,0.6666666666666666,0.3333333333333333
142,5,12,10016,OPT,False,5,0.5833333333333334,4611300000.0,0.3333333333333333,0.8333333333333334
143,5,12,10016,OPT,False,5,0.4166666666666667,4611300000.0,0.3333333333333333,0.5
144,5,12,10016,OPT,False,5,0.4166666666666667,4611300000.0,0.5,0.3333333333333333
145,5,12,10016,OPT,False,5,0.5,4611300000.0,0.5,0.5
146,5,12,10016,OPT,False,5,0.9166666666666666,4611300000.0,1.0,0.8333333333333334
147,5,12,10016,OPT,False,5,0.75,4611300000.0,0.6666666666666666,0.8333333333333334
148,5,12,10016,OPT,False,5,0.6666666666666666,4611300000.0,0.8333333333333334,0.5
149,5,12,10016,OPT,False,5,0.5,4611300000.0,0.5,0.5
150,5,12,10016,OPT,False,5,0.6666666666666666,4611300000.0,0.6666666666666666,0.6666666666666666
151,5,12,10016,OPT,False,5,0.8333333333333334,4611300000.0,0.8333333333333334,0.8333333333333334
152,5,12,10016,OPT,False,5,0.6666666666666666,4611300000.0,0.6666666666666666,0.6666666666666666
153,5,12,10016,OPT,False,5,0.4166666666666667,4611300000.0,0.5,0.3333333333333333
154,5,12,10016,OPT,False,5,0.5833333333333334,4611300000.0,0.6666666666666666,0.5
155,5,12,10016,OPT,False,5,0.5,4611300000.0,0.6666666666666666,0.3333333333333333
156,5,12,10016,OPT,False,5,0.5833333333333334,4611300000.0,0.8333333333333334,0.3333333333333333
157,5,12,10016,OPT,False,5,0.75,4611300000.0,1.0,0.5
158,5,12,10016,OPT,False,5,0.6666666666666666,4611300000.0,0.6666666666666666,0.6666666666666666
159,5,12,10016,OPT,False,5,0.75,4611300000.0,1.0,0.5
160,5,12,10016,OPT,False,5,0.9166666666666666,4611300000.0,0.8333333333333334,1.0
161,5,12,10016,OPT,False,5,0.6666666666666666,4611300000.0,0.8333333333333334,0.5
162,5,12,10016,OPT,False,5,0.6666666666666666,4611300000.0,0.8333333333333334,0.5
163,5,12,10016,OPT,False,5,0.5833333333333334,4611300000.0,0.5,0.6666666666666666
164,5,12,10016,OPT,False,5,0.5,4611300000.0,0.5,0.5
165,5,12,10016,OPT,False,5,0.5,4611300000.0,0.5,0.5
