qoala_run_index,dataset_id,n_sessions,ns_id,schedule_type,risk_aware,length_factor,success_probability,makespan,success_probability_pingpong
0,1,6,10152,OPT,False,3,0.8333333333333334,272330000.0,0.8333333333333334
1,1,6,10152,OPT,False,3,0.3333333333333333,272370000.0,0.3333333333333333
2,1,6,10152,OPT,False,3,0.6666666666666666,272230000.0,0.6666666666666666
3,1,6,10152,OPT,False,3,0.6666666666666666,272370000.0,0.6666666666666666
4,1,6,10152,OPT,False,3,1.0,272290000.0,1.0
5,1,6,10152,OPT,False,3,0.6666666666666666,272190000.0,0.6666666666666666
6,1,6,10152,OPT,False,3,0.5,272290000.0,0.5
7,1,6,10152,OPT,False,3,0.8333333333333334,272370000.0,0.8333333333333334
8,1,6,10152,OPT,False,3,0.8333333333333334,272410000.0,0.8333333333333334
9,1,6,10152,OPT,False,3,0.8333333333333334,272450000.0,0.8333333333333334
10,1,6,10152,OPT,False,3,0.8333333333333334,272330000.0,0.8333333333333334
11,1,6,10152,OPT,False,3,0.8333333333333334,272290000.0,0.8333333333333334
12,1,6,10152,OPT,False,3,0.6666666666666666,272270000.0,0.6666666666666666
13,1,6,10152,OPT,False,3,0.8333333333333334,272330000.0,0.8333333333333334
14,1,6,10152,OPT,False,3,0.5,272230000.0,0.5
15,1,6,10152,OPT,False,3,0.5,272330000.0,0.5
16,1,6,10152,OPT,False,3,0.6666666666666666,272370000.0,0.6666666666666666
17,1,6,10152,OPT,False,3,0.3333333333333333,272270000.0,0.3333333333333333
18,1,6,10152,OPT,False,3,0.5,272290000.0,0.5
19,1,6,10152,OPT,False,3,0.5,272370000.0,0.5
20,1,6,10152,OPT,False,3,0.6666666666666666,272330000.0,0.6666666666666666
21,1,6,10152,OPT,False,3,0.8333333333333334,272450000.0,0.8333333333333334
22,1,6,10152,OPT,False,3,0.6666666666666666,272250000.0,0.6666666666666666
23,1,6,10152,OPT,False,3,0.8333333333333334,272310000.0,0.8333333333333334
24,1,6,10152,OPT,False,3,0.8333333333333334,272330000.0,0.8333333333333334
25,1,6,10152,OPT,False,3,0.6666666666666666,272330000.0,0.6666666666666666
26,1,6,10152,OPT,False,3,0.5,272410000.0,0.5
27,1,6,10152,OPT,False,3,0.8333333333333334,272410000.0,0.8333333333333334
28,1,6,10152,OPT,False,3,0.6666666666666666,272410000.0,0.6666666666666666
29,1,6,10152,OPT,False,3,1.0,272290000.0,1.0
30,1,6,10152,OPT,False,3,0.6666666666666666,272370000.0,0.6666666666666666
31,1,6,10152,OPT,False,3,0.3333333333333333,272310000.0,0.3333333333333333
32,1,6,10152,OPT,False,3,0.3333333333333333,272330000.0,0.3333333333333333
33,1,6,10152,OPT,False,3,1.0,272290000.0,1.0
34,1,6,10152,OPT,False,3,0.5,272310000.0,0.5
35,1,6,10152,OPT,False,3,0.6666666666666666,272370000.0,0.6666666666666666
36,1,6,10152,OPT,False,3,0.6666666666666666,272310000.0,0.6666666666666666
37,1,6,10152,OPT,False,3,0.8333333333333334,272270000.0,0.8333333333333334
38,1,6,10152,OPT,False,3,0.6666666666666666,272270000.0,0.6666666666666666
39,1,6,10152,OPT,False,3,0.1666666666666666,272290000.0,0.1666666666666666
40,1,6,10152,OPT,False,3,0.6666666666666666,272370000.0,0.6666666666666666
41,1,6,10152,OPT,False,3,0.3333333333333333,272370000.0,0.3333333333333333
42,1,6,10152,OPT,False,3,0.6666666666666666,272310000.0,0.6666666666666666
43,1,6,10152,OPT,False,3,1.0,272350000.0,1.0
44,1,6,10152,OPT,False,3,0.5,272330000.0,0.5
45,1,6,10152,OPT,False,3,0.6666666666666666,272390000.0,0.6666666666666666
46,1,6,10152,OPT,False,3,1.0,272350000.0,1.0
47,1,6,10152,OPT,False,3,0.6666666666666666,272310000.0,0.6666666666666666
48,1,6,10152,OPT,False,3,0.3333333333333333,272230000.0,0.3333333333333333
49,1,6,10152,OPT,False,3,0.6666666666666666,272350000.0,0.6666666666666666
50,1,6,10152,OPT,False,3,0.8333333333333334,272310000.0,0.8333333333333334
51,1,6,10152,OPT,False,3,0.5,272270000.0,0.5
52,1,6,10152,OPT,False,3,0.5,272290000.0,0.5
53,1,6,10152,OPT,False,3,0.6666666666666666,272330000.0,0.6666666666666666
54,1,6,10152,OPT,False,3,0.6666666666666666,272330000.0,0.6666666666666666
55,1,6,10152,OPT,False,3,0.6666666666666666,272330000.0,0.6666666666666666
56,1,6,10152,OPT,False,3,0.3333333333333333,272290000.0,0.3333333333333333
57,1,6,10152,OPT,False,3,0.8333333333333334,272310000.0,0.8333333333333334
58,1,6,10152,OPT,False,3,0.8333333333333334,272310000.0,0.8333333333333334
59,1,6,10152,OPT,False,3,0.3333333333333333,272290000.0,0.3333333333333333
60,1,6,10152,OPT,False,3,0.6666666666666666,272290000.0,0.6666666666666666
61,1,6,10152,OPT,False,3,0.8333333333333334,272310000.0,0.8333333333333334
62,1,6,10152,OPT,False,3,0.8333333333333334,272250000.0,0.8333333333333334
63,1,6,10152,OPT,False,3,0.6666666666666666,272250000.0,0.6666666666666666
64,1,6,10152,OPT,False,3,0.8333333333333334,272290000.0,0.8333333333333334
65,1,6,10152,OPT,False,3,0.1666666666666666,272250000.0,0.1666666666666666
66,1,6,10152,OPT,False,3,0.8333333333333334,272430000.0,0.8333333333333334
67,1,6,10152,OPT,False,3,0.8333333333333334,272350000.0,0.8333333333333334
68,1,6,10152,OPT,False,3,0.6666666666666666,272290000.0,0.6666666666666666
69,1,6,10152,OPT,False,3,0.3333333333333333,272350000.0,0.3333333333333333
70,1,6,10152,OPT,False,3,0.6666666666666666,272330000.0,0.6666666666666666
71,1,6,10152,OPT,False,3,0.5,272350000.0,0.5
72,1,6,10152,OPT,False,3,1.0,272270000.0,1.0
73,1,6,10152,OPT,False,3,0.5,272350000.0,0.5
74,1,6,10152,OPT,False,3,0.6666666666666666,272310000.0,0.6666666666666666
75,1,6,10152,OPT,False,3,0.5,272330000.0,0.5
76,1,6,10152,OPT,False,3,0.6666666666666666,272250000.0,0.6666666666666666
77,1,6,10152,OPT,False,3,0.6666666666666666,272350000.0,0.6666666666666666
78,1,6,10152,OPT,False,3,0.6666666666666666,272410000.0,0.6666666666666666
79,1,6,10152,OPT,False,3,0.8333333333333334,272350000.0,0.8333333333333334
80,1,6,10152,OPT,False,3,0.6666666666666666,272350000.0,0.6666666666666666
81,1,6,10152,OPT,False,3,0.3333333333333333,272370000.0,0.3333333333333333
82,1,6,10152,OPT,False,3,0.6666666666666666,272350000.0,0.6666666666666666
83,1,6,10152,OPT,False,3,1.0,272310000.0,1.0
84,1,6,10152,OPT,False,3,0.6666666666666666,272370000.0,0.6666666666666666
85,1,6,10152,OPT,False,3,0.3333333333333333,272310000.0,0.3333333333333333
86,1,6,10152,OPT,False,3,0.5,272370000.0,0.5
87,1,6,10152,OPT,False,3,0.6666666666666666,272350000.0,0.6666666666666666
